Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Camis Phone Number
SIDEWALK CAFE,1161760,Unenclosed,222,TULSACE CORP,SEVEN ONE EIGHT,35-01,DITMARS BOULEVARD,,ASTORIA,NY,11105,7182045553
SIDEWALK CAFE,1161856,Unenclosed,800,JEC II. LLC,ONE LITTLE WEST 12,1-3,LITTLE WEST   12 STREET,,NEW YORK,NY,10014,2122559717
SIDEWALK CAFE,1161913,Unenclosed,190,REMEDY BAR GROUP LLC,UPTOWN,1576,THIRD AVENUE,,NEW YORK,NY,10128,2128581388
SIDEWALK CAFE,1162474,Unenclosed,528,LCN CAFE CORP.,THEATER CAFE,106-03,METROPOLITAN AVENUE,,QUEENS,NY,11375,7182610014
SIDEWALK CAFE,1162883,Unenclosed,124,"RACKS CAFE BILLIARDS, INC.",,19-26,STEINWAY STREET,,ASTORIA,NY,11105,7182041374
SIDEWALK CAFE,1163023,Unenclosed,420,MACDOUGAL BLEECKER CORP.,,89,MACDOUGAL STREET,,NEW YORK,NY,10012,2122260504
SIDEWALK CAFE,1163028,Unenclosed,199,KING LUKE INC,,81,BROADWAY,,BROOKLYN,NY,11211,7184863077
SIDEWALK CAFE,1163792,Unenclosed,162,ORESTE INC.,,64,CARMINE STREET,,NEW YORK,NY,10014,2126758736
SIDEWALK CAFE,1163793,Unenclosed,318,MEZCALS OF 5TH AVE REST CORP.,,223,FIFTH AVENUE,,BROOKLYN,NY,11215,7187833276
SIDEWALK CAFE,1163815,Unenclosed,268,PORTICI RESTAURANT INC,,621,9 AVENUE,,NEW YORK,NY,10036,2123154582
SIDEWALK CAFE,1164852,Unenclosed,112,MULBERRY STREET BAR LLC,,176 1/2,MULBERRY STREET,,NEW YORK,NY,10013,2122269345
SIDEWALK CAFE,1165276,Unenclosed,131,317 AMSTERDAM CORP,BELLO SGUARDO,410,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2128736252
SIDEWALK CAFE,1165444,Unenclosed,84,MON PETIT CAFE INC.,,801,LEXINGTON AVENUE,,NEW YORK,NY,10065,2123552233
SIDEWALK CAFE,1165566,Unenclosed,392,SAL & VIK CORP.,BELLA VIA RESTAURANT,47-46,VERNON BOULEVARD,,LIC,NY,11101,7183617510
SIDEWALK CAFE,1165611,Unenclosed,154,"FILLIP'S CATERING, INC.",,200,7 AVENUE,,NEW YORK,NY,10011,2123664410
SIDEWALK CAFE,1165626,Unenclosed,481,AGORA INC,ZIPI ZAPE,152,METROPOLITAN AVENUE,,BROOKLYN,NY,11211,7185993027
SIDEWALK CAFE,1166061,Unenclosed,352,CENTO GROUP INC,CAFE CENTOSETTE,160,SECOND AVENUE,,NEW YORK,NY,10003,2124205933
SIDEWALK CAFE,1166206,Unenclosed,238,STONE PARK CORNER LLC,,324,FIFTH AVENUE,,BROOKLYN,NY,11215,7183690082
SIDEWALK CAFE,1166753,Unenclosed,176,RIINGO RESTAURANT LLC,,205,EAST   45 STREET,,NEW YORK,NY,10017,2128674200
SIDEWALK CAFE,1166759,Unenclosed,316,TK REST. CORP.,,33,LEONARD STREET,,NEW YORK,NY,10013,2129257188
SIDEWALK CAFE,1166884,Unenclosed,134,FACOSULL CORP.,,165,WEST    4 STREET,,NEW YORK,NY,10014,9179741821
SIDEWALK CAFE,1166911,Unenclosed,475,PANDBAKERY INC,,22-85,31 STREET,,QUEENS,NY,11105,7189324423
SIDEWALK CAFE,1167146,Unenclosed,173,EMPORIUM BRASIL INC.,,15,WEST   46 STREET,,NEW YORK,NY,10036,2127644646
SIDEWALK CAFE,1167396,Unenclosed,174,8406 THIRD AVE REST CORP.,SOFIA,8406,THIRD AVENUE,,BROOKLYN,NY,11209,7186804242
SIDEWALK CAFE,1167555,Unenclosed,183,1226 SECOND AVENUE REALTY CORP.,,1226,SECOND AVENUE,,NEW YORK,NY,10065,2127581775
SIDEWALK CAFE,1167600,Enclosed,504,75TH & 3RD CORP.,BISTRO LE STEAK,1309,3 AVENUE,,NEW YORK,NY,10021,2125173800
SIDEWALK CAFE,1167909,Unenclosed,137,THIERRY INC.,,19,EAST   69 STREET,,NEW YORK,NY,10021,2127941628
SIDEWALK CAFE,1168002,Unenclosed,140,"SOUNDS OF CUBA,INC",SON CUBANO,405,WEST   14 STREET,,NEW YORK,NY,10014,2123361640
SIDEWALK CAFE,1168148,Unenclosed,200,YUCA BAR & RESTAURANT INC.,YUCA BAR & RESTAURANT,111,AVENUE A,,NEW YORK,NY,10009,2129879533
SIDEWALK CAFE,1168356,Unenclosed,124,PALAZZO & CORSINI LLC,TERRAMARE CAFE,22,EAST   65 STREET,,NEW YORK,NY,10065,2125706152
SIDEWALK CAFE,1168780,Enclosed,482,"CHRISWILL VENTURES, LLC",,24,FIFTH AVENUE,,NEW YORK,NY,10011,2125291700
SIDEWALK CAFE,1169146,Unenclosed,112,"ZVAH, INC.",LES ENFANTS TERRIBLES,37,CANAL STREET,,NEW YORK,NY,10002,2127777518
SIDEWALK CAFE,1169199,Unenclosed,187,SYVROS RESTAURANT CORP.,ZORBA'S,29-05,23 AVENUE,,ASTORIA,NY,11105,7189567266
SIDEWALK CAFE,1169442,Enclosed,200,"PS BROTHERS GOURMET, INC.",,2636,BROADWAY,,NEW YORK,NY,10025,2122229222
SIDEWALK CAFE,1169547,Unenclosed,537,SERAFINA BROADWAY LTD,,210,WEST   55 STREET,,NEW YORK,NY,10019,2123151700
SIDEWALK CAFE,1169925,Unenclosed,151,POUPETTO INC.,,25,EAST   63 STREET,,NEW YORK,NY,10065,2127513036
SIDEWALK CAFE,1170078,Unenclosed,294,IGUANA NEW YORK LTD.,,240,WEST   54 STREET,,NEW YORK,NY,10019,2127655454
SIDEWALK CAFE,1170662,Unenclosed,250,APPLEJACK COFFEE SHOP INC.,,230,WEST   55 STREET,,NEW YORK,NY,10019,2125866075
SIDEWALK CAFE,1170995,Unenclosed,98,"ENTERPRISE RESTAURANT, LLC.",AMARANTH,21,EAST   62 STREET,,NEW YORK,NY,10065,2129806700
SIDEWALK CAFE,1171118,Unenclosed,69,356 WEST 44TH ST. RESTAURANT INC.,,356,WEST   44 STREET,,NEW YORK,NY,10036,9178922958
SIDEWALK CAFE,1171759,Unenclosed,163,K.K.& D. OF 79TH ST. REST. CORP.,,1022,MADISON AVENUE,,NEW YORK,NY,10075,2125354115
SIDEWALK CAFE,1172157,Unenclosed,127,E. A. T. IS OWNED BY ELI ZABAR INC.,,1064,MADISON AVENUE,,NEW YORK,NY,10028,2127722011
SIDEWALK CAFE,1172166,Unenclosed,273,"POSTO, INC.",,310,SECOND AVENUE,,NEW YORK,NY,10003,2127161200
SIDEWALK CAFE,1172172,Unenclosed,324,1207 AMSTERDAM CORP,,1207,AMSTERDAM AVENUE,,NEW YORK,NY,10027,2126626330
SIDEWALK CAFE,1172205,Unenclosed,453,STS RESTAURANT CORP,,505,3 AVENUE,,NEW YORK,NY,10016,2126899022
SIDEWALK CAFE,1172236,Unenclosed,270,THREE FRIENDS LLC,,2418,BROADWAY,,NEW YORK,NY,10024,2123622000
SIDEWALK CAFE,1173208,Unenclosed,118,SERVICE CORP,,20,PRINCE STREET,,NEW YORK,NY,10012,2129668886
SIDEWALK CAFE,1173625,Unenclosed,260,LOUYA CORP,,204-206,EAST   85 STREET,,NEW YORK,NY,10028,2123272272
SIDEWALK CAFE,1174880,Unenclosed,166,THAFATH INC,,356,EAST   51 STREET,,NEW YORK,NY,10022,2122301117
SIDEWALK CAFE,1175526,Unenclosed,150,SPRING LEOPARD LLC,,307,SPRING STREET,,NEW YORK,NY,10013,2123522269
SIDEWALK CAFE,1175917,Unenclosed,299,804 LEXINGTON AVENUE RESTAURANT INC.,BURGER HEAVEN,804,LEXINGTON AVENUE,,NEW YORK,NY,10065,2128383580
SIDEWALK CAFE,1177240,Unenclosed,115,"GIGINO, INC.",GIGINO TRATTORIA,323,GREENWICH STREET,,NEW YORK,NY,10013,2124311112
SIDEWALK CAFE,1179946,Enclosed,346,PER TAVERN CORP,,8622,3 AVENUE,,BROOKLYN,NY,11209,7186807862
SIDEWALK CAFE,1180070,Unenclosed,168,CHEZ JOSEPHINE LTD.,,414,WEST   42 STREET,,NEW YORK,NY,10036,2125941925
SIDEWALK CAFE,1183179,Enclosed,178,DALE RESTAURANT INC.,,189,WEST  231 STREET,,BRONX,NY,10463,7185494445
SIDEWALK CAFE,1183527,Unenclosed,70,GADBERRY PIZZA INC.,BLEECKER STREET PIZZA,69-71,7 AVENUE SOUTH,,NEW YORK,NY,10014,2129244466
SIDEWALK CAFE,1184384,Unenclosed,135,MAVIMA RESTAURANT INC.,BRIO,786,LEXINGTON AVENUE,A/K/A 137 EAST 61 STREET,NEW YORK,NY,10065,2129802300
SIDEWALK CAFE,1185970,Unenclosed,199,"LA BOUCHERIE, INC.",,411-413,PARK AVENUE SOUTH,,NEW YORK,NY,10016,2126794111
SIDEWALK CAFE,1186113,Unenclosed,162,FLEJ INC.,,229,COLUMBUS AVENUE,,NEW YORK,NY,10023,2127213009
SIDEWALK CAFE,1186385,Unenclosed,130,"CASWELL/PEARSON ENTERPRISES, LTD.",,202,WEST   14 STREET,,NEW YORK,NY,10011,2122552060
SIDEWALK CAFE,1186742,Unenclosed,"1,010",SMITHFIELD ASSOCIATES LLC,PASTIS,9-19,9 AVENUE,,NEW YORK,NY,10014,2129894244
SIDEWALK CAFE,1187200,Enclosed,340,NOTEWORTHY CAFE CORP,,200,ALLEN STREET,,NEW YORK,NY,10002,2122601122
SIDEWALK CAFE,1187606,Unenclosed,197,"PQ BROADWAY, INC.",,38,EAST   19 STREET,,NEW YORK,NY,10003,2126737900
SIDEWALK CAFE,1187708,Unenclosed,132,CHELSEA 26 LLC,PARS GRILL HOUSE & BAR,249,WEST   26 STREET,,NEW YORK,NY,10001,2129299860
SIDEWALK CAFE,1187714,Unenclosed,342,BROADWAY 104 LLC,CAFE DU SOLEIL,245,WEST  104 STREET,,NEW YORK,NY,10025,2123165000
SIDEWALK CAFE,1187717,Unenclosed,536,DA SILVANO CORP.,,260,6 AVENUE,,NEW YORK,NY,10014,2129822498
SIDEWALK CAFE,1187891,Unenclosed,600,"CULINARY CONCEPTS BY JEAN GEORGES, LLC",SPICE MARKET,29-35,NINTH AVENUE,,NEW YORK,NY,10014,2126753110
SIDEWALK CAFE,1187924,Unenclosed,193,CLAUDISAL REST. CORP.,DA'MASSIMO AND CAFFE RELLINI,206,THOMPSON STREET,,NY,NY,10012,2122287701
SIDEWALK CAFE,1188068,Unenclosed,343,LUCIFER RESTAURANT LLC,,401,EAST   20 STREET,,NEW YORK,NY,10010,6464187440
SIDEWALK CAFE,1188669,Unenclosed,246,"NF TRADING,LLC",202,75,9 AVENUE,,NEW YORK,NY,10011,6466381173
SIDEWALK CAFE,1188827,Unenclosed,146,POINT JUDITH LLC,,96,2 AVENUE,,NEW YORK,NY,10003,2124659500
SIDEWALK CAFE,1188845,Enclosed,233,KEDROS LTD,,1505,THIRD AVENUE,,NEW YORK,NY,10028,2122496505
SIDEWALK CAFE,1188879,Unenclosed,249,NECF INC.,MR. DENNEHY'S,63,CARMINE STREET,,NEW YORK,NY,10014,2124141223
SIDEWALK CAFE,1188887,Unenclosed,179,MACELLERIA RESTAURANT INC,MACELLERIA,48,GANSEVOORT STREET,,NEW YORK,NY,10014,2127412555
SIDEWALK CAFE,1189213,Unenclosed,241,STANTON RESTAURANT CORP,EPSTEIN BAR,82,STANTON STREET,,NEW YORK,NY,10002,2124772232
SIDEWALK CAFE,1189217,Unenclosed,116,PEPRICO INC.,CACIO & PEPE,182,2 AVENUE,,NEW YORK,NY,10003,2125055931
SIDEWALK CAFE,1189247,Unenclosed,213,LES BRASSEURS,LA MANGEOIRE,1008,2 AVENUE,,NEW YORK,NY,10022,2127597086
SIDEWALK CAFE,1189644,Unenclosed,235,KIEFFER & NORELL LLC,PICNIC MARKET CAFE,2665,BROADWAY,,NEW YORK,NY,10025,9145337176
SIDEWALK CAFE,1189655,Unenclosed,256,"SBCPS,LLC",,40,CENTRAL PARK SOUTH,,NEW YORK,NY,10019,2128265959
SIDEWALK CAFE,1189682,Unenclosed,325,IL COMMANDATORE RESTAURANT INC,CASA BELLA RESTAURANT,127,MULBERRY STREET,,NEW YORK,NY,10013,9146321603
SIDEWALK CAFE,1189835,Unenclosed,242,URBAN RUSTIC LLC,,318,GRAND STREET,,BROOKLYN,NY,11211,7184869400
SIDEWALK CAFE,1190049,Unenclosed,91,"HORSESHOES, NY INC.",DALTON'S BAR & GRILL,611,9 AVENUE,,NEW YORK,NY,10036,2122455511
SIDEWALK CAFE,1190070,Unenclosed,330,62 WEST OPERATING LLC,,61,COLUMBUS AVENUE,,NEW YORK,NY,10023,2123970666
SIDEWALK CAFE,1190075,Unenclosed,375,384 COLUMBUS AVENUE ASSOCIATES LLC,OCEAN GRILL,384,COLUMBUS AVENUE,,NEW YORK,NY,10024,2125792300
SIDEWALK CAFE,1190138,Enclosed,336,PMC CORP,VERTIGO,354,THIRD AVENUE,,NEW YORK,NY,10010,9179912522
SIDEWALK CAFE,1190200,Unenclosed,496,ORAMA INC.,,1331,SECOND AVENUE,,NEW YORK,NY,10021,2125353800
SIDEWALK CAFE,1190469,Unenclosed,140,FELTRIM RESTAURANT CORP,TWELVE,206,EAST   34 STREET,,NEW YORK,NY,10016,2125459912
SIDEWALK CAFE,1190476,Unenclosed,73,GISELLA & KATE CAFE INC,,73,2 AVENUE,,NEW YORK,NY,10003,2125337183
SIDEWALK CAFE,1190534,Unenclosed,349,"LEGENDARY NIGHTSPOTS, INC.",THE DUPLEX,61,CHRISTOPHER STREET,,NEW YORK,NY,10014,2122555438
SIDEWALK CAFE,1190559,Unenclosed,254,MARIA LOUISA RESTAURANT INC,,10018,FOURTH AVENUE,,BROOKLYN,NY,11209,7188331313
SIDEWALK CAFE,1190733,Unenclosed,385,MANGIA INC.,,119,5 AVENUE,,BROOKLYN,NY,11217,7186365759
SIDEWALK CAFE,1190801,Unenclosed,577,"T. HOSPITALITY, INC.",SEA,835,WASHINGTON STREET,AKA 39 LITTLE WEST 12TH STREET,NEW YORK,NY,10014,2122433339
SIDEWALK CAFE,1190933,Unenclosed,135,BY THE GLASS INC.,,1486,2 AVENUE,,NEW YORK,NY,10075,2124724552
SIDEWALK CAFE,1190996,Unenclosed,703,"CDGP, LLC",FLO,37-20,30TH AVE,,ASTORIA,NY,11103,7182046096
SIDEWALK CAFE,1191275,Unenclosed,231,"PARADIS 5, INC.",MOUTARDE,239,5 AVENUE,,BROOKLYN,NY,11215,7186233600
SIDEWALK CAFE,1191523,Unenclosed,83,SHIRT RESTAURANT    CORP,,1305,MADISON AVENUE,,MANHATTAN,NY,10128,2129961200
SIDEWALK CAFE,1191822,Unenclosed,136,ARTAKI CORP.,PETER'S ON 83RD,1606,FIRST AVENUE,,NEW YORK,NY,10028,2127349600
SIDEWALK CAFE,1191870,Unenclosed,257,HARU GRAMERCY PARK CORP.,HARU,220,PARK AVENUE SOUTH,,NEW YORK,NY,10003,6464280989
SIDEWALK CAFE,1192051,Enclosed,808,EAST PUB INC,,359-361,BOWERY,,NEW YORK,NY,10003,2123581902
SIDEWALK CAFE,1192285,Unenclosed,145,D.E.L. INC,ALEXANDRA,455,HUDSON STREET,,NEW YORK,NY,10014,9174429781
SIDEWALK CAFE,1192327,Unenclosed,416,GIANNINO'S PIZZA CORP.,,305,COURT STREET,,BROOKLYN,NY,11231,7188526890
SIDEWALK CAFE,1192416,Unenclosed,268,CIELI PARTNERS LP,TRATTORIA DELL'ARTE,900,7 AVENUE,,NEW YORK,NY,10019,2122459800
SIDEWALK CAFE,1192697,Unenclosed,300,RAMBLING HOUSE INC,TARA HILL,4292,KATONAH AVENUE,,BRONX,NY,10470,7187984510
SIDEWALK CAFE,1193023,Unenclosed,363,ARTHUR AVENUE RESTAURANT LLC,UMBERTOS CLAM HOUSE,2356,ARTHUR AVENUE,,BRONX,NY,10458,7182202526
SIDEWALK CAFE,1193198,Unenclosed,420,P. M. W. INC.,,62,SPRING STREET,,NEW YORK,NY,10012,2129660290
SIDEWALK CAFE,1193240,Unenclosed,145,TSAMIR RESTAURANT CORP.,RECTANGLES RESTAURANT,1431,FIRST AVENUE,,NEW YORK,NY,10021,2127447470
SIDEWALK CAFE,1193339,Unenclosed,253,EISEN & SON INC.,,196,EIGHTH AVENUE,,NEW YORK,NY,10011,2122424551
SIDEWALK CAFE,1193773,Unenclosed,483,ALBACHIARA LLC,ALBA,10,READE STREET,AKA 2 LAFAYETTE_STREET,NEW YORK,NY,10007,2122675900
SIDEWALK CAFE,1194128,Unenclosed,86,EROS RESTAURANT CORP,,947,SECOND AVENUE,,NEW YORK,NY,10022,2127554155
SIDEWALK CAFE,1194473,Unenclosed,209,241 W B WAY CAFE INC,CERCLE ROUGE,241,WEST BROADWAY,,NEW YORK,NY,10013,9173123231
SIDEWALK CAFE,1194478,Unenclosed,81,ROBUSTO NYC INC,,88,ORCHARD STREET,,NEW YORK,NY,10002,2122288880
SIDEWALK CAFE,1194613,Unenclosed,253,AMGP RESTAURANT CORP,YIASOU,2003,EMMONS AVENUE,,BROOKLYN,NY,11235,7183326064
SIDEWALK CAFE,1195128,Unenclosed,180,THE IXTOC LLC,,177,VANDERBILT AVENUE,,BROOKLYN,NY,11205,9177238456
SIDEWALK CAFE,1196956,Unenclosed,336,GJ & S RESTAURANT INC.,SPIGOLO,1561,SECOND AVENUE,,NEW YORK,NY,10028,2127441100
SIDEWALK CAFE,1197298,Unenclosed,620,PALEROS INC,,37-01,30 AVENUE,,ASTORIA,NY,11103,7187777321
SIDEWALK CAFE,1197788,Unenclosed,65,LLB INC.,PESCALOU,1308,MADISON AVENUE,,NEW YORK,NY,10128,2125344105
SIDEWALK CAFE,1198574,Unenclosed,133,VANETT INC.,JIMMY RYAN'S,3005,MIDDLETOWN ROAD,,BRONX,NY,10461,7188635687
SIDEWALK CAFE,1198845,Unenclosed,179,KIWI'S HISTORICAL BUILDING INC,HALLO BERLIN,626,10 AVENUE,,NEW YORK,NY,10036,2129771944
SIDEWALK CAFE,1199111,Unenclosed,263,DONATO'S PIZZERIA RESTAURANT CORP,,50-22,39 AVENUE,,QUEENS,NY,11377,7185079049
SIDEWALK CAFE,1199470,Unenclosed,119,BRASS MONKEY LLC,,55,LITTLE WEST   12 STREET,,NEW YORK,NY,10014,2126756686
SIDEWALK CAFE,1200150,Unenclosed,126,SOFIA 61ST STREET CORP.,,29,EAST   61 STREET,,NEW YORK,NY,10065,2127029898
SIDEWALK CAFE,1200156,Unenclosed,198,LA PALA LLC,,198,ALLEN STREET,,NEW YORK,NY,10002,2124751251
SIDEWALK CAFE,1200222,Unenclosed,107,542 3RD AVENUE FOOD CORP,,542,THIRD AVENUE,,NEW YORK,NY,10016,6462941902
SIDEWALK CAFE,1200498,Unenclosed,270,757 REST LLC,,757,6 AVENUE,,NEW YORK,NY,10010,2122426434
SIDEWALK CAFE,1200796,Unenclosed,102,PK & SON LLC,MATCH 65,27,EAST   65 STREET,,NEW YORK,NY,10065,2127374400
SIDEWALK CAFE,1200802,Unenclosed,382,NONNA RESTAURANT CORP,,190A,DUANE STREET,,NYC,NY,10013,2126253333
SIDEWALK CAFE,1201246,Unenclosed,160,SAVOIA PIZZERIA & RESTAURANT INC.,SAVIOA,277,SMITH STREET,,BROOKLYN,NY,11231,7187972727
SIDEWALK CAFE,1201698,Unenclosed,135,BLT MAIN STREET LLC,,111,EAST 22ND STREET,,NEW YORK,NY,10010,2122236432
SIDEWALK CAFE,1202961,Unenclosed,407,CEVICHERIA GROVE INC,MERCADITO GROVE,100,7 AVENUE SOUTH,,NEW YORK,NY,10014,2123880162
SIDEWALK CAFE,1203503,Unenclosed,432,OUESSANT INC,L'EPICERIE CAFE CHARBON,168-170,ORCHARD STREET,,NEW YORK,NY,10002,2124207520
SIDEWALK CAFE,1203510,Unenclosed,415,57TH RESTAURANT ASSOCIATES LLC.,RUE 57,60,WEST   57 STREET,,NEW YORK,NY,10019,2123075656
SIDEWALK CAFE,1204137,Unenclosed,99,EKD TAVERN INC,,450,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2125955670
SIDEWALK CAFE,1204822,Enclosed,241,"CLIRKAT DONUTS, INC",ANGELO'S DONUT,2944,WESTCHESTER AVENUE,,BRONX,NY,10461,7187925534
SIDEWALK CAFE,1206030,Unenclosed,285,ARRIBA ARRIBA MEXICAN RESTAURANT INC,,762,NINTH AVENUE,,NEW YORK,NY,10019,2124890810
SIDEWALK CAFE,1207810,Unenclosed,202,"PQ WEST 84TH, INC.",,494,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2123599000
SIDEWALK CAFE,1208262,Unenclosed,560,VIDA CAFE INC.,,247,DYCKMAN STREET,,NEW YORK,NY,10034,9172953360
SIDEWALK CAFE,1208521,Unenclosed,136,"ASC, INC.",,134,MULBERRY STREET,,NEW YORK,NY,10013,2123431212
SIDEWALK CAFE,1209214,Unenclosed,406,AGE INC,PETALUMA,1356,FIRST AVENUE,,NEW YORK,NY,10021,2127728800
SIDEWALK CAFE,1210814,Enclosed,169,ILION INC.,V.I.P.'S CAFE,131,EAST GUNHILL ROAD,,BRONX,NY,10467,7186558500
SIDEWALK CAFE,1213603,Unenclosed,371,191 GRAND RESTAURANT CORP.,,191,GRAND STREET,,NEW YORK,NY,10013,2123431212
SIDEWALK CAFE,1214291,Unenclosed,280,ITM GARDEN INC.,,10,LITTLE WEST   12 STREET,,NEW YORK,NY,10014,2122261844
SIDEWALK CAFE,1214833,Unenclosed,565,"L.E. GLOBE, LLC",CAFE D' ALSACE,1695,SECOND AVENUE,,NEW YORK,NY,10128,2127225133
SIDEWALK CAFE,1215000,Unenclosed,357,GLOBAL VILLAGE GRILL INC.,,421,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2128733100
SIDEWALK CAFE,1215467,Unenclosed,380,60 SWEET THING INC.,REDEMPTION COCTAIL LOUNGE,1003,2 AVENUE,,NEW YORK,NY,10022,2125131988
SIDEWALK CAFE,1215929,Unenclosed,524,"BARAONDA RESTAURANT, INC.",,1439,SECOND AVENUE,,NEW YORK,NY,10021,2122888555
SIDEWALK CAFE,1216111,Unenclosed,188,YUNHUA ON COLUMBUS INC.,,193,COLUMBUS AVENUE,,NEW YORK,NY,10023,2124968778
SIDEWALK CAFE,1217336,Unenclosed,132,FAITH E.F.I. CORP.,EFFY'S CAFE,1638,THIRD AVENUE,BETWEEN 91 & 92 STREET,NEW YORK,NY,10128,2124278900
SIDEWALK CAFE,1217616,Unenclosed,138,RBG VILLAGE LLC,,380,THIRD AVENUE,,NEW YORK,NY,10016,9175897088
SIDEWALK CAFE,1217775,Unenclosed,518,99 SOUTH REST. CORP.,,97-99,SEVENTH AVENUE SOUTH,,NEW YORK,NY,10014,2126450600
SIDEWALK CAFE,1217877,Unenclosed,429,1326 RESTAURANT LLC,BEACH CAFE,1326,SECOND AVENUE,,NEW YORK,NY,10021,2129887299
SIDEWALK CAFE,1218074,Unenclosed,145,425 AMSTERDAM CAFE INC.,MCALEER'S PUB,425,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2123627867
SIDEWALK CAFE,1218320,Unenclosed,120,SOL Y SOMBRE LTD,,462,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2124004036
SIDEWALK CAFE,1218332,Unenclosed,504,UPPER WEST REST. CORP.,FRED'S,476,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2125793076
SIDEWALK CAFE,1218544,Unenclosed,126,174 GRAND STREET CORP.,ONIEAL'S,174,GRAND STREET,,NEW YORK,NY,10013,2129419119
SIDEWALK CAFE,1218880,Enclosed,311,AMERICAN SPECIALITY FOODS,,300,AMSTERDAM AVENUE,,NEW YORK,NY,10023,2127691212
SIDEWALK CAFE,1219287,Unenclosed,175,HAILEY GRACE CORP,,1708,SECOND AVENUE,,NEW YORK,NY,10128,2123485500
SIDEWALK CAFE,1219470,Unenclosed,139,"HUDSON FALAFEL, INC.",HUDSON FALAFEL RESTAURANT,516,HUDSON STREET,,NEW YORK,NY,10014,2122423939
SIDEWALK CAFE,1219498,Unenclosed,410,BARBUTO LLC,,775,WASHINGTON STREET,,NEW YORK,NY,10014,2125131988
SIDEWALK CAFE,1219506,Unenclosed,476,"PLAZA PATISSERIE, INC.",,29-20,30 AVENUE,,QUEENS,NY,11102,2125131988
SIDEWALK CAFE,1219509,Enclosed,359,"THREE STAR ON FIRST, INC.",,1462,FIRST AVENUE,,NEW YORK,NY,10075,2128617500
SIDEWALK CAFE,1219526,Unenclosed,322,JOHN-PHIL TAVERN CORP,,350,EAST   53 STREET,,NEW YORK,NY,10022,2127531761
SIDEWALK CAFE,1219794,Unenclosed,130,71 WINE BAR CAFE OPERATING CORP.,,237,COLUMBUS AVENUE,,NEW YORK,NY,10023,9176862081
SIDEWALK CAFE,1219795,Unenclosed,442,MEATPACKING RESTAURANT LLC.,,44,9 AVENUE,,NEW YORK,NY,10011,9172822843
SIDEWALK CAFE,1219900,Unenclosed,390,"M & G TOGETHER 4 EVER, LLC.",,307,FLATBUSH AVENUE,,BROOKLYN,NY,11217,7182308646
SIDEWALK CAFE,1219919,Unenclosed,244,"LIFE CAFE, INC.",,343,EAST   10 STREET,,NEW YORK,NY,10009,2124778791
SIDEWALK CAFE,1219985,Unenclosed,962,"LAFAYETTE STREET PARTNERS, LLC",,380,LAFAYETTE STREET,,NEW YORK,NY,10003,2122204110
SIDEWALK CAFE,1219992,Unenclosed,375,"MANGARONI, LLC",IL BASTARDO,191,SEVENTH AVENUE,,NEW YORK,NY,10011,2125131988
SIDEWALK CAFE,1220174,Unenclosed,320,BRAHO RESTAURANT CORP.,,1453,YORK AVENUE,,NEW YORK,NY,10075,2128613600
SIDEWALK CAFE,1220381,Unenclosed,448,EP PROPERTIES LTD.,,1347,2 AVENUE,,NEW YORK,NY,10021,2124399200
SIDEWALK CAFE,1220615,Unenclosed,123,LITTLE CUPCAKE CORP.,,9102,3 AVENUE,,BROOKLYN,NY,11209,7186804127
SIDEWALK CAFE,1220794,Unenclosed,239,THE ATTIC CORPORATION OF DOUGLASTON,LOCALE,33-02,34 AVENUE,,QUEENS,NY,11106,7187299080
SIDEWALK CAFE,1221004,Unenclosed,108,GRILL 21 LLC,,346,EAST   21 STREET,,NEW YORK,NY,10010,2124735950
SIDEWALK CAFE,1221041,Unenclosed,126,"LEAHLALA, LLC",,442,COURT STREET,,BROOKLYN,NY,11231,7185226900
SIDEWALK CAFE,1221043,Unenclosed,171,"PASTA BAR, LLC",,127,AVENUE C,,NEW YORK,NY,10009,2125297747
SIDEWALK CAFE,1221126,Unenclosed,154,MEZCALS 86 REST. CORP.,,1474,86 STREET,,BROOKLYN,NY,11228,7183310902
SIDEWALK CAFE,1221127,Unenclosed,443,MARACAS GREENWICH AVENUE PARTNERS LLC,,33,GREENWICH AVENUE,,NEW YORK,NY,10014,2125936600
SIDEWALK CAFE,1221130,Unenclosed,34,"IRIDIUM RESTAURANT, CORP.",,20,SPRING STREET,,NEW YORK,NY,10012,2123341019
SIDEWALK CAFE,1221132,Unenclosed,360,SYMPATOCH CAFE INC.,,42-21,BROADWAY,,QUEENS,NY,11103,7182046811
SIDEWALK CAFE,1221141,Unenclosed,297,"TOKYO POP, LLC",,2728,BROADWAY,,NEW YORK,NY,10025,2129321000
SIDEWALK CAFE,1221167,Unenclosed,457,MADIBA CORPORATION,,195,DEKALB AVENUE,,BROOKLYN,NY,11205,7188559190
SIDEWALK CAFE,1221181,Unenclosed,230,ABRUZZO DOCG INC.,TARALLUCCI EVINO,15,EAST 18TH STREET,,NEW YORK,NY,10003,2122285400
